points,price,province,region_1,region_2,variety,winery
87,32.0,California,Russian River Valley,Sonoma,Chardonnay,Mueller
87,20.0,California,Calaveras County,Sierra Foothills,Zinfandel,Newsome-Harlow
87,38.0,California,Napa Valley,Napa,Cabernet Sauvignon,Sequoia Grove
87,40.0,California,Napa Valley,Napa,Cabernet Sauvignon,Simple Math Cellars
87,15.0,California,Napa Valley,Napa,Cabernet Sauvignon,Villa Mt. Eden
87,29.0,California,Sonoma Valley,Sonoma,Syrah,Westwood
87,50.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,Arger-Martucci
87,40.0,California,Sonoma County,Sonoma,Chardonnay,Arrowood
87,35.0,California,Santa Barbara County,Central Coast,Syrah,Brander
87,18.0,California,Carneros,Napa-Sonoma,Chardonnay,Carneros Highway
87,12.0,New York,Finger Lakes,Finger Lakes,Gewürztraminer,Dr. Konstantin Frank
87,25.0,California,Russian River Valley,Sonoma,Chardonnay,Martin Ray
87,20.0,California,Sonoma Coast,Sonoma,Chardonnay,Old World
87,60.0,California,Paso Robles,Central Coast,Red Blend,Star Angel by Montes
90,50.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Willamette Valley Vineyards
90,40.0,California,Santa Maria Valley,Central Coast,Chardonnay,Liquid Farm
90,49.0,Oregon,Oregon,Oregon Other,Pinot Noir,MacPhail
90,80.0,California,Stags Leap District,Napa,Cabernet Sauvignon,Malk
90,35.0,California,Russian River Valley,Sonoma,Chardonnay,Marimar Estate
90,26.0,California,Sonoma County,Sonoma,Chardonnay,Matanzas Creek
90,38.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Patton Valley
90,20.0,California,Russian River Valley,Sonoma,Zinfandel,River Road
90,30.0,California,Dry Creek Valley,Sonoma,Zinfandel,Rock Wall
90,24.0,California,St. Helena,Napa,Sauvignon Blanc,Salvestrin
90,26.0,California,San Luis Obispo County,Central Coast,Pinot Gris,Siot
90,40.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Thistle
90,70.0,California,Atlas Peak,Napa,Cabernet Sauvignon,Trinchero
90,23.0,California,Russian River Valley,Sonoma,Sauvignon Blanc,Trione
90,22.0,California,Arroyo Seco,Central Coast,Sauvignon Blanc,Ventana
89,50.0,Oregon,Rogue Valley,Southern Oregon,Pinot Noir,Deer Creek
89,20.0,California,California,California Other,White Blend,Donkey & Goat
89,39.0,California,Santa Barbara County,Central Coast,Syrah-Cabernet Sauvignon,Epiphany
89,20.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Eugene Wine Cellars
85,23.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Frei Brothers
84,15.0,Oregon,Willamette Valley,Willamette Valley,Gewürztraminer,Wetzel Estate
84,12.0,California,California,California Other,Chardonnay,Skinnygirl
84,15.0,California,California,California Other,Chardonnay,Spellbound
84,16.0,Oregon,Rogue Valley,Southern Oregon,Pinot Gris,Del Rio
84,75.0,California,Napa Valley,Napa,Cabernet Sauvignon,Heibel Ranch
84,15.0,California,Paso Robles,Central Coast,Malbec,Clayhouse
84,14.0,California,Central Coast,Central Coast,Pinot Noir,Cupcake
84,17.0,California,Napa Valley,Napa,Chardonnay,Educated Guess
84,26.0,California,Livermore Valley,Central Coast,Sémillon,Cuda Ridge Wines
83,35.0,Washington,Yakima Valley,Columbia Valley,Rosé,Rocky Point
83,12.0,California,California,California Other,Red Blend,Gnarly Head
83,33.0,California,Napa Valley,Napa,Cabernet Sauvignon,Textbook
84,22.0,California,Santa Maria Valley,Central Coast,Pinot Blanc,Kynsi
84,10.0,California,North Coast,North Coast,Petite Sirah,Line 39
84,19.0,California,Dry Creek Valley,Sonoma,Zinfandel,Martin Family Vineyards
84,27.0,California,Napa Valley,Napa,Petite Sirah,D-Cubed Cellars
84,14.0,California,Clarksburg,Central Valley,Merlot,Gen5
84,16.0,California,Central Coast,Central Coast,Zinfandel,Sextant
84,11.0,California,Lodi,Central Valley,Cabernet Sauvignon,Tortoise Creek
83,11.0,California,California,California Other,Red Blend,Bogle
83,21.0,Washington,Yakima Valley,Columbia Valley,Cabernet Franc,Capstone Cellars
83,25.0,Washington,Columbia Valley (WA),Columbia Valley,Syrah,Cave B
83,12.0,California,Lodi,Central Valley,Tempranillo,Peirano
91,40.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,J. Christopher
91,35.0,Oregon,Dundee Hills,Willamette Valley,Chardonnay,Torii Mor
91,50.0,California,Mount Veeder,Napa,Malbec,Trinchero
91,35.0,California,Monterey,Central Coast,Pinot Noir,Wrath
91,30.0,California,Santa Ynez Valley,Central Coast,Syrah,Bernat
91,55.0,California,Russian River Valley,Sonoma,Pinot Noir,Davis Bynum
91,85.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,Davis Estates
90,42.0,California,Napa Valley,Napa,Red Blend,Bennett Lane
90,36.0,California,Monterey County,Central Coast,Pinot Noir,Big Basin
90,45.0,California,Oakville,Napa,Cabernet Sauvignon,Croze
87,27.0,California,Santa Barbara County,Central Coast,Syrah,Jaffurs
87,19.0,Oregon,Willamette Valley,Willamette Valley,Gewürztraminer,Lumos
83,21.0,Washington,Yakima Valley,Columbia Valley,Cabernet Franc,Capstone Cellars
83,25.0,Washington,Columbia Valley (WA),Columbia Valley,Syrah,Cave B
83,25.0,California,Santa Cruz Mountains,Central Coast,Pinot Noir,Bargetto
83,20.0,California,California,California Other,Zinfandel,Bota Box
83,39.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Deep Sea
83,45.0,Washington,Horse Heaven Hills,Columbia Valley,Cabernet Sauvignon,Martinez & Martinez
83,38.0,California,Carneros,Napa-Sonoma,Pinot Noir,R2
83,8.0,California,California,California Other,Cabernet Sauvignon,Redtree
83,27.0,Washington,Yakima Valley,Columbia Valley,Bordeaux-style Red Blend,Capstone Cellars
83,9.0,California,California,California Other,Chardonnay,Jenica Peak
83,10.0,California,North Coast,North Coast,Cabernet Sauvignon,Line 39
83,30.0,California,Santa Ynez Valley,Central Coast,Mourvèdre,Tercero
91,23.0,California,Santa Barbara County,Central Coast,Pinot Noir,Ternion
91,44.0,California,Russian River Valley,Sonoma,Pinot Noir,Joseph Jewell
91,20.0,California,Santa Lucia Highlands,Central Coast,Riesling,Nacina
90,25.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Ponzi
90,20.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Ponzi
90,20.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Portlandia
90,16.0,California,Yolo County,Central Valley,Muscat,Rosa d'Oro
90,30.0,California,Sierra Foothills,Sierra Foothills,G-S-M,Terre Rouge
90,25.0,California,Lodi,Central Valley,Red Blend,Borra
92,34.0,California,Santa Barbara County,Central Coast,Syrah,Coda
92,70.0,California,Sonoma Coast,Sonoma,Pinot Noir,Della
92,40.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Matias Wines
92,60.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Sea Smoke
92,34.0,California,Contra Costa County,Central Coast,Zinfandel,Three
92,40.0,California,Sonoma Coast,Sonoma,Chardonnay,Three Fat Guys
92,63.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Ken Wright
92,63.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Ken Wright
92,27.0,California,Sonoma Mountain,Sonoma,Syrah,Kenwood
92,45.0,California,Adelaida District,Central Coast,Rhône-style Red Blend,kukkula
93,85.0,California,Rutherford,Napa,Cabernet Sauvignon,St. Supéry
93,75.0,California,Mt. Harlan,Central Coast,Pinot Noir,Calera
93,135.0,California,Napa Valley,Napa,Cabernet Sauvignon,Tom Eddy
93,60.0,California,Napa Valley,Napa,Cabernet Sauvignon,Sequum
93,46.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Jada Vineyard & Winery
93,65.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sangiovese,Leonetti Cellar
93,48.0,California,Sonoma Coast,Sonoma,Pinot Noir,Marimar Estate
93,49.0,California,Napa Valley,Napa,Cabernet Sauvignon,Redmon
93,75.0,California,Howell Mountain,Napa,Cabernet Sauvignon,Bjorn
92,75.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Jada Vineyard & Winery
92,36.0,California,Paso Robles,Central Coast,Cabernet Franc,Kenneth Volk
92,20.0,California,Paso Robles,Central Coast,Rosé,La Grande Côte
92,26.0,California,Sonoma County,Sonoma,Chardonnay,Matanzas Creek
92,45.0,California,Diamond Mountain District,Napa,Cabernet Sauvignon,Von Strasser
87,60.0,California,Sonoma Coast,Sonoma,Pinot Noir,Nicholson Ranch
87,14.0,California,Shenandoah Valley (CA),Sierra Foothills,Sauvignon Blanc,Amador Foothill Winery
87,26.0,California,Sonoma County,Sonoma,Sauvignon Blanc,Apsara
87,21.0,Oregon,Willamette Valley,Willamette Valley,White Blend,Ardiri
87,20.0,California,Calaveras County,Sierra Foothills,Chardonnay,Chatom Vineyards
87,33.0,California,Santa Cruz Mountains,Central Coast,Syrah,Cooper-Garrod
87,20.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,David Hill
87,28.0,Oregon,Umpqua Valley,Southern Oregon,Merlot,Delfino
87,20.0,California,Napa Valley,Napa,Cabernet Sauvignon,Joseph Carr
84,27.0,California,Santa Barbara County,Central Coast,Red Blend,Margerum
84,28.0,California,Sonoma Valley,Sonoma,Zinfandel,Highway 12
84,28.0,California,Sonoma Valley,Sonoma,Syrah,Highway 12
84,28.0,Washington,Horse Heaven Hills,Columbia Valley,Zinfandel,Columbia Winery
84,40.0,California,Santa Barbara County,Central Coast,Pinot Noir,Daniel Gehrs
84,35.0,California,Sonoma Valley,Sonoma,Chardonnay,Kunde
84,19.0,Washington,Columbia Valley (WA),Columbia Valley,Riesling,Three Rivers
84,26.0,California,Napa Valley,Napa,White Blend,Venge
84,40.0,California,Sonoma Valley,Sonoma,Cabernet Sauvignon,Highway 12
83,25.0,California,Santa Barbara County,Central Coast,Red Blend,Epiphany
83,25.0,California,Napa Valley,Napa,Merlot,Markham
83,32.0,Washington,Columbia Valley (WA),Columbia Valley,Sangiovese,Maryhill
83,28.0,California,Paso Robles,Central Coast,Bordeaux-style Red Blend,Clayhouse
83,38.0,California,Santa Barbara County,Central Coast,Grenache,Core Winery
83,35.0,California,Santa Barbara County,Central Coast,Grenache,Carr
83,28.0,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Whitestone
83,20.0,California,Napa Valley,Napa,Merlot,Hawkstone
83,21.0,California,Paso Robles,Central Coast,Rhône-style White Blend,10 Knots
88,22.0,California,Santa Ynez Valley,Central Coast,Red Blend,Magness
88,17.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Milbrandt
88,20.0,Oregon,Chehalem Mountains,Willamette Valley,Grüner Veltliner,Raptor Ridge
88,25.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Sextant
88,19.0,California,Napa Valley,Napa,Sauvignon Blanc,Markham
88,24.0,California,Dry Creek Valley,Sonoma,Zinfandel,David Clinton
88,42.0,California,San Luis Obispo County,Central Coast,Pinot Noir,Asuncion Ridge
88,13.0,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Barnard Griffin
88,27.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Benton-Lane
88,40.0,California,Sta. Rita Hills,Central Coast,Syrah,Kessler-Haak
88,21.0,California,Sonoma County-Monterey County-Santa Barbara County,California Other,Chardonnay,Meiomi
88,16.0,California,Lodi,Central Valley,Chardonnay,Michael David
88,68.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Migration
88,59.0,California,Rutherford,Napa,Cabernet Sauvignon,Provenance Vineyards
88,23.0,California,Russian River Valley,Sonoma,Zinfandel,De Loach
88,15.0,California,Central Coast,Central Coast,Chardonnay,Edna Valley Vineyard
88,50.0,California,Santa Ynez Valley,Central Coast,Bordeaux-style Red Blend,Firestone
90,24.0,California,Dry Creek Valley,Sonoma,Zinfandel,Dashe Cellars
90,25.0,California,Monterey,Central Coast,Pinot Noir,La Crema
90,38.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,De Ponte Cellars
86,17.0,California,Alexander Valley,Sonoma,Merlot,Chelsea Goldschmidt
86,30.0,California,Paicines,Central Coast,Petit Verdot,Donati
86,20.0,California,Paso Robles,Central Coast,Rosé,Hearst Ranch
86,14.0,California,Monterey County,Central Coast,Chardonnay,Irony
86,25.0,California,Napa Valley,Napa,Merlot,Krutz
86,20.0,California,Sierra Foothills,Sierra Foothills,Pinot Grigio,La Folia Winery
86,13.0,California,Central Coast,Central Coast,Chardonnay,La Merika
86,55.0,California,Alexander Valley,Sonoma,Meritage,Rodney Strong
86,28.0,Oregon,Rogue Valley,Southern Oregon,Merlot,Del Rio
86,15.0,Oregon,Rogue Valley,Southern Oregon,Rosé,Del Rio
86,23.0,California,Paso Robles,Central Coast,Rhône-style Red Blend,Eberle
86,22.0,California,Paso Robles,Central Coast,Chardonnay,Eberle
84,14.0,California,Central Coast,Central Coast,Chardonnay,EOS
83,24.0,California,Sierra Foothills,Sierra Foothills,Rosé,Naggiar
88,65.0,Washington,Red Mountain,Columbia Valley,Cabernet Sauvignon,Barons
88,34.0,Washington,Yakima Valley,Columbia Valley,Red Blend,Brian Carter Cellars
88,22.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Brian Carter Cellars
88,34.0,California,Oak Knoll District,Napa,Chardonnay,Piña
88,12.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Columbia Crest
88,20.0,California,Napa Valley,Napa,Cabernet Sauvignon,Edge
88,33.0,Washington,Yakima Valley,Columbia Valley,Merlot,Genoa
88,55.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,Falcor
88,35.0,California,Monterey,Central Coast,Cabernet Sauvignon,Pianetta
88,42.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Pondera
85,7.0,California,California,California Other,Sauvignon Blanc,CK Mondavi
85,15.0,California,San Lucas,Central Coast,Pinot Noir,Lockwood
85,20.0,California,Sonoma County,Sonoma,Pinot Noir,Lucky Rock Wine Co.
85,25.0,Oregon,Applegate Valley,Southern Oregon,Bordeaux-style Red Blend,Plaisance Ranch
85,19.0,California,California,California Other,Chardonnay,One Hope
85,15.0,California,El Dorado,Sierra Foothills,Tempranillo,Boeger
85,15.0,Oregon,Oregon,Oregon Other,Rosé,Cloudveil
91,26.0,California,Russian River Valley,Sonoma,Zinfandel,Joseph Swan Vineyards
91,22.0,California,Napa Valley,Napa,Cabernet Sauvignon,Oberon
91,40.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Storm
91,30.0,Washington,Wahluke Slope,Columbia Valley,Cabernet Sauvignon,Hogue
91,22.0,California,Santa Maria Valley,Central Coast,Chardonnay,Cambria
91,34.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style White Blend,DeLille
91,22.0,California,Calaveras County,Sierra Foothills,Petite Sirah,Hovey
91,32.0,California,Napa Valley,Napa,Syrah,Phoenix Ranch
91,19.0,Washington,Yakima Valley,Columbia Valley,Sauvignon Blanc,Stevens
84,22.0,California,Dry Creek Valley,Sonoma,Rosé,Kokomo
84,16.0,California,Clarksburg,Central Valley,Viognier,LangeTwins
84,55.0,California,Carneros,Napa-Sonoma,Pinot Noir,Rocking K
84,8.0,California,California,California Other,Cabernet Sauvignon,Round Hill
84,20.0,Oregon,Rogue Valley,Southern Oregon,Sémillon,Silvan Ridge
84,55.0,California,Napa Valley,Napa,Meritage,Trinitas
84,7.0,California,California,California Other,Chardonnay,CK Mondavi
84,28.0,California,Lodi,Central Valley,Red Blend,Generation 7
87,30.0,California,Sonoma Valley,Sonoma,Red Blend,Trios
87,37.0,California,Napa Valley,Napa,Chardonnay,Pride Mountain
87,15.0,California,California,California Other,Merlot,Raymond
87,23.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Highland Springs
87,15.0,California,Napa Valley,Napa,Petite Sirah,Aquinas
87,30.0,California,Lake County-Sonoma County,North Coast,Sauvignon Blanc,Captûre
87,40.0,California,Napa Valley,Napa,Petite Sirah,Carver Sutro
86,45.0,California,Paso Robles,Central Coast,Petite Sirah,Dunning Vineyards
86,33.0,Washington,Red Mountain,Columbia Valley,Malbec,Eleven
86,13.0,Washington,Yakima Valley,Columbia Valley,Riesling,Mercer Canyons
86,14.0,Washington,Naches Heights,Columbia Valley,Riesling,Naches Heights
86,45.0,New York,North Fork of Long Island,Long Island,Bordeaux-style Red Blend,Sherwood House Vineyards
86,30.0,New York,Finger Lakes,Finger Lakes,Saperavi,Standing Stone
86,50.0,California,Napa Valley,Napa,Cabernet Sauvignon,Stella Monsi
86,32.0,California,Napa Valley,Napa,Cabernet Sauvignon,White Oak
86,40.0,California,Paso Robles,Central Coast,Red Blend,Sculpterra
86,20.0,New York,Seneca Lake,Finger Lakes,Chardonnay,Belhurst
92,38.0,California,Arroyo Seco,Central Coast,Pinot Noir,Mercy
92,42.0,California,Napa Valley,Napa,Sparkling Blend,Mumm Napa
91,50.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Lange
91,68.0,California,Sta. Rita Hills,Central Coast,Chardonnay,Brewer-Clifton
91,30.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Fess Parker
91,40.0,California,Los Carneros,Napa-Sonoma,Pinot Noir,Gehricke
91,70.0,California,Russian River Valley,Sonoma,Pinot Noir,Lynmar
91,40.0,California,North Coast,North Coast,Sparkling Blend,Schramsberg
91,24.0,California,Napa Valley,Napa,Sparkling Blend,Mumm Napa
91,22.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Redhawk
91,50.0,California,Edna Valley,Central Coast,Pinot Noir,Summerland
90,26.0,California,Lodi,Central Valley,Zinfandel,Fields Family
90,23.0,Oregon,Southern Oregon,Southern Oregon,Viognier,Season
90,80.0,California,Napa Valley,Napa,Chardonnay,Signorello
90,25.0,California,Santa Barbara County,Central Coast,Grüner Veltliner,Tatomer
90,18.0,California,Amador County,Sierra Foothills,Zinfandel,Terra d'Oro
90,26.0,California,Paso Robles,Central Coast,Nebbiolo,August Ridge
90,35.0,California,St. Helena,Napa,Zinfandel,Benessere
90,30.0,California,Napa Valley,Napa,Chardonnay,Freemark Abbey
90,16.0,California,Napa Valley,Napa,Sauvignon Blanc,Girard
89,35.0,Washington,Yakima Valley,Columbia Valley,Pinot Noir,Airfield Estates
89,15.0,Washington,Washington,Washington Other,Red Blend,Disruption
89,28.0,New York,North Fork of Long Island,Long Island,Merlot,Hound's Tree
89,23.0,New York,Finger Lakes,Finger Lakes,Cabernet Franc-Merlot,Barnstormer
88,50.0,California,Carneros,Napa-Sonoma,Pinot Noir,Acacia
88,30.0,California,Sonoma Coast,Sonoma,Pinot Noir,Calstar Cellars
88,35.0,California,Napa Valley,Napa,Red Blend,Kuleto Estate
88,35.0,California,Arroyo Seco,Central Coast,Pinot Noir,Carmel Road
92,100.0,California,Livermore Valley,Central Coast,Cabernet Sauvignon,Steven Kent
92,55.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Antonio Patric
92,45.0,California,Atlas Peak,Napa,Cabernet Franc,Arger-Martucci
92,60.0,California,Oakville,Napa,Cabernet Sauvignon,Turnbull
92,60.0,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Ponzi
92,36.0,California,Santa Ynez Valley,Central Coast,Syrah,Margerum
92,60.0,California,Russian River Valley,Sonoma,Chardonnay,Merry Edwards
92,14.0,California,Oakville,Napa,Meritage,Cameron Hughes
92,69.0,Oregon,Ribbon Ridge,Willamette Valley,Pinot Noir,Chehalem
92,40.0,California,Carmel Valley,Central Coast,Cabernet Franc,Boëté
92,45.0,Oregon,Walla Walla Valley (OR),Oregon Other,Cabernet Sauvignon,Januik
92,28.0,California,Russian River Valley,Sonoma,Syrah,MacLaren
92,36.0,California,Happy Canyon of Santa Barbara,Central Coast,Sauvignon Blanc,Margerum
92,59.0,California,Sta. Rita Hills,Central Coast,Chardonnay,Sea Smoke
92,71.0,California,Sonoma Coast,Sonoma,Pinot Noir,Small Vines
92,50.0,California,Edna Valley,Central Coast,Pinot Noir,Talley
87,30.0,California,Lodi,Central Valley,Cabernet Sauvignon,Loft
87,24.0,California,Central Coast,Central Coast,Rhône-style White Blend,Treana
87,15.0,New York,Finger Lakes,Finger Lakes,Chardonnay,Wagner
87,10.0,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Whispering Tree
87,34.0,Washington,Columbia Valley (WA),Columbia Valley,Mourvèdre,Hawkins Cellars
87,16.0,New York,Cayuga Lake,Finger Lakes,Sauvignon Blanc,Hosmer
92,95.0,California,Napa Valley,Napa,Cabernet Sauvignon,Duckhorn
92,45.0,California,Paso Robles,Central Coast,G-S-M,II Moons
92,28.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Lange
92,20.0,Oregon,Willamette Valley,Willamette Valley,Riesling,Ponzi
92,38.0,California,Santa Cruz Mountains,Central Coast,Pinot Noir,Tessier Winery
92,34.0,California,Dry Creek Valley,Sonoma,Zinfandel,Kokomo
92,100.0,California,Napa Valley,Napa,Red Blend,Krupp Brothers
92,65.0,Oregon,Dundee Hills,Willamette Valley,Chardonnay,Lange
92,58.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Morgan
92,44.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Riverbench
92,34.0,California,Santa Maria Valley,Central Coast,Chardonnay,Ryan Cochrane
92,28.0,Oregon,Dundee Hills,Willamette Valley,Riesling,Trisaetum
91,34.0,Washington,Red Mountain,Columbia Valley,Roussanne,Doyenne
91,60.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Feather
91,58.0,Washington,Red Mountain,Columbia Valley,Cabernet Sauvignon-Syrah,Gorman
91,35.0,California,California,California Other,Riesling,Prager
91,49.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Siduri
91,44.0,California,Russian River Valley,Sonoma,Pinot Noir,Siduri
91,30.0,California,Dry Creek Valley,Sonoma,Zinfandel,Wine Guerrilla
90,16.0,Washington,Columbia Valley (WA),Columbia Valley,Rosé,Ardenvoir
90,26.0,Washington,Columbia Valley (WA),Columbia Valley,Syrah,Bergevin Lane
90,110.0,California,Napa Valley,Napa,Cabernet Sauvignon,Vice Versa
90,32.0,Washington,Red Mountain,Columbia Valley,Syrah,Saviah
92,28.0,California,Carneros,Napa-Sonoma,Chardonnay,Rutherford Hill
92,35.0,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,Two Vintners
92,52.0,California,Russian River Valley,Sonoma,Pinot Noir,Williams Selyem
92,30.0,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Forgeron
91,20.0,Washington,Columbia Valley (WA),Columbia Valley,Roussanne,Barnard Griffin
91,20.0,New York,Finger Lakes,Finger Lakes,Riesling,Boundary Breaks
91,42.0,California,Napa Valley,Napa,Cabernet Sauvignon,Monticello Vineyards
91,20.0,New York,Finger Lakes,Finger Lakes,Riesling,Red Newt Cellars
91,30.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Seven Hills
91,25.0,New York,Finger Lakes,Finger Lakes,Riesling,Standing Stone
91,65.0,Washington,Red Mountain,Columbia Valley,Cabernet Sauvignon,DeLille
91,37.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style White Blend,DeLille
92,50.0,California,Paso Robles,Central Coast,Bordeaux-style Red Blend,J. Lohr
92,38.0,California,Dry Creek Valley,Sonoma,Zinfandel,Kokomo
92,24.0,California,Sonoma County,Sonoma,Zinfandel,Bodkin
92,29.0,California,Monterey,Central Coast,Syrah,Boekenoogen
92,56.0,California,Sonoma Coast,Sonoma,Pinot Noir,Bruliam
92,37.0,California,Dry Creek Valley,Sonoma,Zinfandel,Carlisle
92,79.0,Washington,Red Mountain,Columbia Valley,Bordeaux-style Red Blend,DeLille
92,30.0,California,Monterey,Central Coast,Pinot Noir,Diora
92,80.0,California,Rutherford,Napa,Cabernet Sauvignon,Elyse
92,75.0,Washington,Red Mountain,Columbia Valley,Cabernet Sauvignon,Fidelitas
92,40.0,Washington,Red Mountain,Columbia Valley,Malbec,Fidelitas
92,55.0,Washington,Red Mountain,Columbia Valley,Grenache,Force Majeure
92,60.0,California,Alexander Valley,Sonoma,Bordeaux-style Red Blend,Medlock Ames
92,34.0,California,Arroyo Grande Valley,Central Coast,Zinfandel,Saucelito Canyon
94,50.0,Washington,Walla Walla Valley (WA),Columbia Valley,Bordeaux-style Red Blend,L'Ecole No. 41
93,80.0,California,Napa Valley,Napa,Cabernet Sauvignon,Calicaro
93,25.0,Washington,Yakima Valley,Columbia Valley,Syrah-Grenache,Kevin White
93,34.0,Washington,Columbia Valley (WA),Columbia Valley,Malbec,William Church
93,34.0,Washington,Yakima Valley,Columbia Valley,Syrah-Grenache,àMaurice
93,38.0,Washington,Columbia Valley (WA),Columbia Valley,Malbec,Woodinville Wine Cellars
90,16.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Dunham
90,45.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Saggi
90,36.0,New York,Long Island,Long Island,Riesling,The Grapes of Roth
90,70.0,California,Temecula Valley,South Coast,Syrah,Leonesse Cellars
90,39.0,Washington,Columbia Valley (WA),Columbia Valley,Syrah,Market Vineyards
90,12.0,Washington,Horse Heaven Hills,Columbia Valley,Riesling,North by Northwest
90,35.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Quilceda Creek
87,39.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,DiStefano
87,14.0,California,Monterey County,Central Coast,Pinot Noir,Hahn
87,40.0,Washington,Yakima Valley,Columbia Valley,Muscat,History
87,35.0,California,Oak Knoll District,Napa,Merlot,J. McClelland
87,32.0,California,Sonoma Mountain,Sonoma,Cabernet Sauvignon,Kenwood
87,15.0,California,Sonoma County,Sonoma,Merlot,Kenwood
87,32.0,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,Longship
87,38.0,Washington,Horse Heaven Hills,Columbia Valley,Cabernet Sauvignon,Longship
86,8.0,California,California,California Other,Chardonnay,Woodbridge by Robert Mondavi
86,25.0,California,Carneros,Napa-Sonoma,Pinot Noir,Artesa
86,20.0,Oregon,Oregon,Oregon Other,Pinot Noir,Brella
86,32.0,California,Russian River Valley,Sonoma,Pinot Noir,Inman Family
86,16.0,California,California,California Other,Sparkling Blend,Korbel
86,13.0,California,California,California Other,Sparkling Blend,Korbel
86,16.0,California,Russian River Valley,Sonoma,Chardonnay,Lake Sonoma
86,22.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Lumos
86,40.0,California,Napa-Sonoma,Napa-Sonoma,Sauvignon Blanc,Quintessa
86,24.0,California,Santa Barbara County,Central Coast,Viognier,Fess Parker
86,50.0,California,Russian River Valley,Sonoma,Pinot Noir,Gary Farrell
86,18.0,New York,Finger Lakes,Finger Lakes,Cabernet Franc,Heron Hill
89,35.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Willful
89,44.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Winter's Hill
89,22.0,California,Napa Valley,Napa,Sparkling Blend,Mumm Napa
89,80.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Adelsheim
89,35.0,California,Arroyo Seco,Central Coast,Pinot Noir,Blair
89,30.0,California,Sonoma County,Sonoma,Sparkling Blend,Breathless
89,46.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Bruliam
89,28.0,California,Russian River Valley,Sonoma,Pinot Noir,Gary Farrell
89,55.0,California,North Coast,North Coast,Pinot Noir,Donelan
89,75.0,California,Santa Cruz Mountains,Central Coast,Chardonnay,Equinox
